iter	Passed	Remaining
651	1429	762
652	1431	760
653	1432	758
654	1434	755
655	1436	753
656	1438	751
657	1441	749
658	1443	747
659	1445	744
660	1447	742
661	1448	739
662	1450	737
663	1452	735
664	1454	732
665	1456	730
666	1459	728
667	1461	726
668	1462	723
669	1464	721
670	1466	719
671	1468	716
672	1470	714
673	1472	712
674	1474	709
675	1476	707
676	1478	705
677	1480	703
678	1482	700
679	1484	698
680	1486	696
681	1488	694
682	1490	691
683	1492	689
684	1493	686
685	1495	684
686	1497	682
687	1499	679
688	1500	677
689	1502	675
690	1503	672
691	1505	670
692	1507	667
693	1509	665
694	1511	663
695	1513	660
696	1514	658
697	1516	656
698	1518	653
699	1520	651
700	1522	649
701	1524	646
702	1525	644
703	1527	642
704	1529	639
705	1531	637
706	1533	635
707	1534	633
708	1536	630
709	1538	628
710	1540	626
711	1542	623
712	1544	621
713	1546	619
714	1548	617
715	1550	614
716	1552	612
717	1554	610
718	1555	608
719	1558	605
720	1560	603
721	1561	601
722	1563	599
723	1565	596
724	1567	594
725	1569	592
726	1572	590
727	1574	588
728	1576	586
729	1579	584
730	1581	581
731	1583	579
732	1584	577
733	1586	575
734	1589	573
735	1591	570
736	1593	568
737	1595	566
738	1597	564
739	1599	561
740	1601	559
741	1603	557
742	1605	555
743	1607	553
744	1609	550
745	1610	548
746	1612	546
747	1614	543
748	1616	541
749	1619	539
750	1621	537
751	1623	535
752	1625	533
753	1627	530
754	1629	528
755	1631	526
756	1633	524
757	1635	522
758	1638	520
759	1640	517
760	1642	515
761	1644	513
762	1645	511
763	1647	509
764	1649	506
765	1651	504
766	1653	502
767	1655	499
768	1657	497
769	1658	495
770	1660	493
771	1663	491
772	1665	489
773	1667	486
774	1669	484
775	1671	482
776	1673	480
777	1675	478
778	1677	475
779	1679	473
780	1681	471
781	1683	469
782	1685	467
783	1687	464
784	1689	462
785	1691	460
786	1693	458
787	1695	456
788	1697	453
789	1699	451
790	1701	449
791	1703	447
792	1705	445
793	1708	443
794	1710	440
795	1712	438
796	1714	436
797	1715	434
798	1717	432
799	1719	429
800	1721	427
801	1723	425
802	1725	423
803	1727	421
804	1729	418
805	1731	416
806	1733	414
807	1735	412
808	1737	410
809	1739	408
810	1741	405
811	1743	403
812	1745	401
813	1747	399
814	1750	397
815	1752	395
816	1754	392
817	1756	390
818	1758	388
819	1760	386
820	1762	384
821	1764	382
822	1767	380
823	1769	377
824	1772	375
825	1774	373
826	1776	371
827	1779	369
828	1782	367
829	1784	365
830	1787	363
831	1789	361
832	1792	359
833	1794	357
834	1796	355
835	1798	352
836	1801	350
837	1803	348
838	1804	346
839	1807	344
840	1809	342
841	1812	340
842	1814	338
843	1817	335
844	1819	333
845	1821	331
846	1823	329
847	1825	327
848	1827	325
849	1830	323
850	1832	320
851	1834	318
852	1837	316
853	1839	314
854	1841	312
855	1844	310
856	1846	308
857	1848	305
858	1849	303
859	1851	301
860	1854	299
861	1856	297
862	1858	295
863	1860	292
864	1863	290
865	1865	288
866	1867	286
867	1869	284
868	1871	282
869	1874	280
870	1876	277
871	1878	275
872	1880	273
873	1882	271
874	1884	269
875	1886	267
876	1888	264
877	1890	262
878	1892	260
879	1894	258
880	1896	256
881	1898	254
882	1900	251
883	1902	249
884	1904	247
885	1906	245
886	1908	243
887	1910	240
888	1912	238
889	1914	236
890	1916	234
891	1918	232
892	1920	230
893	1922	227
894	1924	225
895	1926	223
896	1928	221
897	1930	219
898	1932	217
899	1934	214
900	1936	212
901	1938	210
902	1940	208
903	1943	206
904	1945	204
905	1946	201
906	1948	199
907	1951	197
908	1952	195
909	1954	193
910	1957	191
911	1959	189
912	1961	186
913	1963	184
914	1965	182
915	1967	180
916	1969	178
917	1971	176
918	1974	174
919	1976	171
920	1979	169
921	1981	167
922	1983	165
923	1985	163
924	1988	161
925	1990	159
926	1992	156
927	1994	154
928	1996	152
929	1998	150
930	2000	148
931	2002	146
932	2005	143
933	2007	141
934	2010	139
935	2012	137
936	2014	135
937	2016	133
938	2018	131
939	2021	129
940	2023	126
941	2026	124
942	2028	122
943	2030	120
944	2032	118
945	2035	116
946	2037	114
947	2039	111
948	2041	109
949	2043	107
950	2046	105
951	2048	103
952	2050	101
953	2053	98
954	2055	96
955	2057	94
956	2059	92
957	2062	90
958	2064	88
959	2066	86
960	2068	83
961	2071	81
962	2073	79
963	2076	77
964	2078	75
965	2080	73
966	2083	71
967	2085	68
968	2087	66
969	2089	64
970	2092	62
971	2094	60
972	2096	58
973	2098	56
974	2100	53
975	2102	51
976	2104	49
977	2106	47
978	2108	45
979	2110	43
980	2113	40
981	2114	38
982	2116	36
983	2118	34
984	2121	32
985	2122	30
986	2124	27
987	2126	25
988	2128	23
989	2130	21
990	2132	19
991	2134	17
992	2137	15
993	2139	12
994	2141	10
995	2143	8
996	2145	6
997	2147	4
998	2149	2
999	2151	0
